1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,1.0,0.0,0.0,1.0,Extremely high stress,Poor
Graduate student,Male,0.0,1.0,0.0,0.0,1.0,0.75,0.75,0.75,0.0,0.21428571428571427,1.0,Extremely high stress,Poor
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,1.0,0.75,0.75,0.75,0.0,0.0,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,1.0,0.0,0.0,1.0,High stress,Poor
Graduate student,Male,0.21428571428571427,1.0,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.0,0.7857142857142857,High stress,Below Average
Third year,Male,0.0,1.0,0.0,0.0,1.0,0.75,0.75,0.75,0.0,0.21428571428571427,1.0,Extremely high stress,Below Average
Graduate student,Male,0.21428571428571427,1.0,0.21428571428571427,0.0,0.75,1.0,0.75,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,1.0,0.5,0.0,0.75,0.75,1.0,1.0,0.21428571428571427,0.21428571428571427,1.0,Extremely high stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,1.0,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.0,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Female,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.5,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.7857142857142857,0.25,0.75,0.75,1.0,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,1.0,1.0,0.75,0.21428571428571427,0.0,0.7857142857142857,High stress,Below Average
Third year,Female,0.21428571428571427,0.6875,0.0,0.25,0.75,0.75,0.75,1.0,0.0,0.21428571428571427,0.7857142857142857,Extremely high stress,Poor
Third year,Male,0.5,0.6875,0.5,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,1.0,High stress,Below Average
Third year,Female,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.5,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Third year,Male,0.0,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Graduate student,Female,0.21428571428571427,1.0,0.0,0.0,1.0,0.5,1.0,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.5,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Average
Third year,Male,0.0,1.0,0.0,0.0,0.75,0.75,0.75,0.5,0.21428571428571427,0.21428571428571427,1.0,High stress,Below Average
Third year,Male,0.21428571428571427,1.0,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.0,0.7857142857142857,Extremely high stress,Below Average
Third year,Male,0.0,1.0,0.21428571428571427,0.25,0.75,0.75,0.75,1.0,0.0,0.0,1.0,Extremely high stress,Poor
Second year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.0,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.0,0.0,1.0,Extremely high stress,Poor
Second year,Male,0.21428571428571427,0.5625,0.5,0.0,0.75,1.0,0.75,0.75,0.21428571428571427,0.0,1.0,High stress,Poor
Third year,Female,0.21428571428571427,1.0,0.21428571428571427,0.0,0.75,0.75,1.0,0.75,0.5,0.0,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Female,0.21428571428571427,0.6875,0.21428571428571427,0.0,1.0,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,1.0,1.0,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Poor
Third year,Male,0.21428571428571427,1.0,0.0,0.0,0.75,0.75,0.5,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.21428571428571427,1.0,0.0,0.0,0.75,0.75,0.75,0.5,0.0,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.0,1.0,0.21428571428571427,0.25,0.75,0.75,1.0,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Female,0.0,0.6875,0.21428571428571427,0.25,0.75,0.75,1.0,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Average
Graduate student,Female,0.0,0.6875,0.21428571428571427,0.0,0.75,0.75,1.0,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,1.0,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,1.0,Extremely high stress,Poor
Third year,Female,0.0,0.6875,0.0,0.25,0.75,1.0,0.5,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Female,0.21428571428571427,0.6875,0.21428571428571427,0.0,1.0,0.75,1.0,0.75,0.21428571428571427,0.0,0.7857142857142857,Extremely high stress,Poor
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.5,0.21428571428571427,0.7857142857142857,High stress,Below Average
Graduate student,Female,0.0,0.6875,0.21428571428571427,0.0,0.75,0.75,1.0,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.0,0.6875,0.21428571428571427,0.0,0.5,0.75,1.0,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Female,0.21428571428571427,0.6875,0.0,0.25,0.5,1.0,0.75,1.0,0.21428571428571427,0.21428571428571427,1.0,High stress,Below Average
Graduate student,Male,0.21428571428571427,1.0,0.21428571428571427,0.0,1.0,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.5,0.5625,0.5,0.0,0.5,0.5,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Female,0.21428571428571427,0.6875,0.5,0.75,0.75,0.5,0.75,0.75,0.0,0.0,1.0,High stress,Below Average
Third year,Female,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.5,0.75,0.0,0.0,0.7857142857142857,High stress,Poor
Third year,Female,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Excellent
Graduate student,Male,0.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,0.21428571428571427,0.0,1.0,High stress,Below Average
Graduate student,Male,0.0,1.0,0.21428571428571427,0.25,0.75,1.0,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Third year,Male,0.0,1.0,0.21428571428571427,0.0,0.75,1.0,1.0,0.75,0.21428571428571427,0.0,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,1.0,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.0,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Graduate student,Female,0.21428571428571427,0.6875,0.5,0.0,0.75,0.75,1.0,0.75,0.0,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.21428571428571427,1.0,0.21428571428571427,1.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.5,0.75,0.5,0.0,0.21428571428571427,0.5,Extremely high stress,Poor
Graduate student,Male,0.0,0.6875,0.0,0.0,0.75,1.0,0.75,1.0,0.0,0.21428571428571427,1.0,Extremely high stress,Poor
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.5,1.0,0.75,0.75,0.21428571428571427,0.0,0.7857142857142857,Extremely high stress,Poor
Third year,Female,0.0,0.6875,0.0,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.0,0.6875,0.0,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.0,1.0,High stress,Poor
Third year,Female,0.0,0.5625,0.21428571428571427,0.0,0.75,1.0,0.75,0.75,0.21428571428571427,0.5,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.5,0.75,0.75,0.21428571428571427,0.21428571428571427,0.5,High stress,Poor
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,1.0,1.0,0.75,1.0,0.21428571428571427,0.0,1.0,Extremely high stress,Below Average
Graduate student,Female,0.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Poor
Graduate student,Male,0.0,1.0,0.0,1.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,1.0,Extremely high stress,Poor
Graduate student,Male,0.0,1.0,0.0,0.0,1.0,0.75,0.75,0.75,0.0,0.21428571428571427,0.7857142857142857,Extremely high stress,Poor
Second year,Male,0.21428571428571427,1.0,0.0,0.0,0.75,0.75,0.75,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
First year,Female,0.0,1.0,0.21428571428571427,0.0,0.75,0.75,0.75,0.5,0.21428571428571427,0.5,0.7857142857142857,High stress,Poor
Second year,Female,0.21428571428571427,0.6875,0.0,0.0,1.0,1.0,1.0,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,1.0,0.5,0.5,0.75,1.0,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Female,0.21428571428571427,0.6875,0.5,0.0,0.75,0.75,0.75,0.5,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Poor
Graduate student,Male,0.0,0.6875,0.21428571428571427,0.0,1.0,0.5,1.0,0.75,0.21428571428571427,0.0,1.0,Extremely high stress,Poor
Third year,Female,0.5,0.6875,0.21428571428571427,0.0,0.75,1.0,0.75,0.75,0.21428571428571427,0.0,1.0,High stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,1.0,0.5,0.75,1.0,0.21428571428571427,0.0,1.0,Extremely high stress,Poor
Third year,Male,0.21428571428571427,0.5625,1.0,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.0,0.7857142857142857,High stress,Poor
Third year,Male,0.0,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.0,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.21428571428571427,1.0,0.0,0.0,0.75,1.0,0.75,0.25,0.21428571428571427,0.0,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.0,0.0,0.75,1.0,1.0,1.0,0.21428571428571427,0.0,1.0,Extremely high stress,Below Average
Third year,Female,0.0,1.0,0.0,0.0,0.75,0.75,0.75,1.0,0.0,0.0,0.5,High stress,Below Average
Graduate student,Male,0.21428571428571427,0.6875,0.0,0.0,0.75,0.75,1.0,1.0,0.0,0.21428571428571427,1.0,Extremely high stress,Poor
Graduate student,Male,0.0,1.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.7857142857142857,High stress,Poor
Third year,Male,0.0,1.0,0.0,0.0,1.0,0.75,0.75,1.0,0.21428571428571427,0.21428571428571427,1.0,Extremely high stress,Below Average
Third year,Male,0.0,1.0,0.21428571428571427,0.0,1.0,1.0,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
First year,Female,0.21428571428571427,1.0,0.21428571428571427,0.0,0.75,1.0,1.0,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Poor
Graduate student,Female,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.5,0.75,0.5,0.5,0.7857142857142857,Extremely high stress,Poor
Graduate student,Male,0.21428571428571427,0.5625,0.5,0.0,0.75,0.75,1.0,0.75,0.5,0.21428571428571427,1.0,Extremely high stress,Average
First year,Female,0.0,0.0,0.0,0.0,0.75,0.5,0.75,0.75,0.5,0.5,0.21428571428571427,Extremely high stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.0,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.0,1.0,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Third year,Female,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.5,High stress,Below Average
Third year,Male,0.0,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,1.0,0.0,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.0,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,1.0,0.21428571428571427,0.5,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,1.0,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Third year,Male,0.0,0.6875,0.0,0.0,0.75,0.75,0.75,0.75,0.0,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,1.0,High stress,Poor
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.0,0.25,0.75,0.75,0.75,0.75,0.0,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.5,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.5,1.0,1.0,1.0,0.5,0.0,1.0,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,1.0,1.0,0.75,0.0,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Female,0.21428571428571427,0.6875,0.0,0.25,0.75,0.75,1.0,1.0,0.21428571428571427,0.0,1.0,Extremely high stress,Below Average
Graduate student,Male,0.21428571428571427,1.0,0.21428571428571427,0.0,0.75,0.5,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Graduate student,Male,0.0,1.0,0.5,0.25,1.0,0.75,1.0,1.0,0.0,0.21428571428571427,0.7857142857142857,High stress,Poor
Graduate student,Male,0.21428571428571427,0.6875,0.0,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Graduate student,Female,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,1.0,0.75,1.0,0.0,0.21428571428571427,0.7857142857142857,Extremely high stress,Poor
Third year,Female,1.0,0.0,1.0,0.75,0.75,0.5,0.0,0.5,0.0,1.0,0.7857142857142857,High stress,Excellent
Third year,Female,0.0,1.0,0.0,0.0,0.75,0.25,1.0,0.25,0.5,0.7857142857142857,0.21428571428571427,High stress,Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,1.0,Extremely high stress,Poor
Third year,Male,0.0,0.6875,0.21428571428571427,0.0,1.0,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Second year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,1.0,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.0,0.0,1.0,High stress,Below Average
Third year,Male,0.21428571428571427,1.0,0.0,0.25,0.75,0.75,0.75,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.0,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.0,0.6875,0.21428571428571427,0.25,1.0,0.75,0.75,0.5,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Good
Second year,Female,0.0,0.6875,0.0,1.0,0.75,1.0,0.75,0.75,0.0,0.0,0.7857142857142857,High stress,Poor
Graduate student,Female,0.21428571428571427,0.6875,0.21428571428571427,0.25,1.0,1.0,1.0,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Poor
Third year,Female,0.21428571428571427,0.6875,0.21428571428571427,0.0,1.0,0.75,1.0,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,1.0,0.75,1.0,0.75,0.21428571428571427,0.0,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.0,0.25,0.75,1.0,1.0,0.75,0.21428571428571427,0.0,1.0,Extremely high stress,Below Average
Third year,Female,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Low stress,Good
Graduate student,Male,0.0,0.6875,0.0,0.75,0.75,0.75,0.75,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.5,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Female,0.7857142857142857,0.4375,0.7857142857142857,0.25,0.25,0.25,0.25,0.25,0.21428571428571427,0.5,0.7857142857142857,Low stress,Good
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,1.0,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Female,1.0,0.0,1.0,0.75,0.0,0.25,0.5,0.25,0.7857142857142857,1.0,0.21428571428571427,Low stress,Good
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,0.75,1.0,0.75,0.21428571428571427,0.21428571428571427,1.0,Extremely high stress,Poor
Graduate student,Male,0.0,1.0,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.0,1.0,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Female,0.21428571428571427,0.6875,0.21428571428571427,0.25,1.0,1.0,0.75,1.0,0.21428571428571427,0.0,1.0,High stress,Below Average
First year,Female,0.5,1.0,0.5,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.0,1.0,Extremely high stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.5,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Average
Third year,Male,0.0,1.0,0.0,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.0,0.7857142857142857,High stress,Average
Third year,Female,0.5,1.0,0.0,0.0,0.75,1.0,0.75,0.75,0.0,0.21428571428571427,1.0,Extremely high stress,Poor
Third year,Male,0.0,0.5625,0.21428571428571427,0.25,1.0,0.5,0.75,0.5,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.0,0.6875,0.0,0.0,0.75,0.75,0.75,1.0,0.21428571428571427,0.21428571428571427,1.0,High stress,Below Average
Third year,Male,0.21428571428571427,1.0,0.21428571428571427,0.0,1.0,0.75,0.75,0.75,0.0,0.0,1.0,High stress,Below Average
Graduate student,Female,0.21428571428571427,0.6875,0.0,0.25,1.0,0.75,0.5,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Third year,Male,0.0,0.6875,0.0,0.0,0.75,1.0,1.0,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.5,1.0,0.5,0.75,0.21428571428571427,0.0,0.7857142857142857,High stress,Below Average
Second year,Male,0.21428571428571427,1.0,0.21428571428571427,0.0,0.5,1.0,1.0,1.0,0.21428571428571427,0.21428571428571427,0.5,Extremely high stress,Below Average
Second year,Male,0.0,0.6875,0.21428571428571427,0.25,0.5,0.75,0.75,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.0,0.6875,0.0,0.25,0.75,0.75,0.75,1.0,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Third year,Male,0.21428571428571427,1.0,0.0,0.25,0.75,0.75,1.0,1.0,0.21428571428571427,0.21428571428571427,1.0,High stress,Below Average
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,0.75,1.0,0.75,0.0,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,1.0,0.0,0.25,0.75,1.0,0.75,1.0,0.21428571428571427,0.21428571428571427,1.0,High stress,Below Average
Graduate student,Male,0.21428571428571427,0.6875,0.0,1.0,0.75,0.75,1.0,0.75,0.21428571428571427,0.21428571428571427,1.0,High stress,Poor
Third year,Male,0.21428571428571427,1.0,0.0,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,1.0,Extremely high stress,Poor
Third year,Female,0.7857142857142857,0.4375,0.7857142857142857,0.75,0.0,0.75,0.5,0.5,0.5,0.21428571428571427,0.7857142857142857,High stress,Average
Third year,Male,0.0,0.6875,0.21428571428571427,0.25,1.0,0.75,0.75,0.75,0.0,0.0,0.7857142857142857,High stress,Below Average
Third year,Female,1.0,0.0,1.0,0.75,0.5,0.25,0.25,0.25,0.7857142857142857,0.7857142857142857,0.5,High stress,Good
Third year,Male,0.21428571428571427,0.6875,0.0,0.5,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.5,1.0,0.0,0.0,1.0,1.0,0.75,0.75,0.5,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.5,0.75,0.75,0.21428571428571427,0.21428571428571427,1.0,High stress,Poor
Third year,Female,0.7857142857142857,0.4375,1.0,1.0,0.0,0.5,0.75,0.5,0.5,0.5,0.21428571428571427,High stress,Average
Second year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.5,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.75,1.0,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,1.0,0.0,0.25,0.75,0.75,0.75,1.0,0.0,0.0,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Graduate student,Male,0.0,0.6875,0.21428571428571427,0.25,0.75,1.0,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Third year,Male,0.21428571428571427,1.0,0.0,0.25,0.75,0.75,0.75,1.0,0.0,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Female,0.21428571428571427,0.6875,0.21428571428571427,0.75,1.0,0.75,1.0,0.75,0.0,0.21428571428571427,0.7857142857142857,Extremely high stress,Poor
Third year,Male,0.21428571428571427,1.0,0.0,0.0,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Poor
Graduate student,Male,0.21428571428571427,0.6875,0.21428571428571427,0.25,0.5,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.0,0.6875,0.21428571428571427,0.25,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,Extremely high stress,Below Average
Graduate student,Male,0.21428571428571427,1.0,0.0,0.25,0.75,0.5,0.25,0.75,0.5,0.21428571428571427,0.21428571428571427,High stress,Poor
Third year,Male,0.21428571428571427,1.0,0.21428571428571427,0.5,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.5,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.75,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.75,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
Third year,Male,0.21428571428571427,0.6875,0.21428571428571427,0.5,0.75,0.75,0.75,0.75,0.21428571428571427,0.21428571428571427,0.7857142857142857,High stress,Below Average
